dish_id,name_vi,region,origin,roles,serving_g,verified_by,note
NIN-CHA-CA-BASA,Chả cá basa,,vn,protein,200,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-GA-TAN,Gà tần,,vn,protein,255,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-THIT-VIT-HAM,Thịt vịt hầm,,vn,protein,215,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-THIT-XIEN-NUONG,Thịt xiên nướng,,vn,protein,145,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-NOM-TAI-LON,Nộm tai lợn,,vn,vegetable|protein,48,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-MY-XAO,Mỳ xào,,vn,one_dish,360,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-MIEN-LUON,Miến lươn,,vn,one_dish,220,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-MIEN-NGAN,Miến ngan,,vn,one_dish,320,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-CHE-DO-DEN,Chè đỗ đen,,vn,dessert,130,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CHE-DO-DO,Chè đỗ đỏ,,vn,dessert,130,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CHE-DO-XANH,Chè đỗ xanh,,vn,dessert,130,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CHE-HAT-SEN,Chè hạt sen,,vn,dessert,100,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CHE-CHUOI,Chè chuối,,vn,dessert,180,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CHE-BUOI,Chè bưởi,,vn,dessert,160,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-XOI-GAC,Xôi gấc,,vn,staple,245,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-CUON,Bánh cuốn,,vn,one_dish,160,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-CUON-NONG-NHAN-THIT,Bánh cuốn nóng nhân thịt,,vn,one_dish,170,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-GIO,Bánh giò,,vn,one_dish,150,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-DUC,Bánh đúc,,vn,staple,153,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-DUC-NONG,Bánh đúc nóng,,vn,one_dish,185,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-DUC-NGUOI,Bánh đúc nguội,,vn,staple,153,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-BAO-NHAN-THIT,Bánh bao nhân thịt,,vn,one_dish,145,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-BAO-CHIEN-CO-NHAN,Bánh bao chiên có nhân,,vn,one_dish,140,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-MI-XIU-MAI,Bánh mì xíu mại,,vn,one_dish,240,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-DA-NEM,Bánh đa nem,,vn,,30,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-TE,Bánh tẻ,,vn,one_dish,135,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-KHUC,Bánh khúc,,vn,one_dish,150,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-GIO-CHAY,Bánh chay,,vn,dessert,135,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-TROI,Bánh trôi,,vn,dessert,120,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-RAN-BOC-DUONG,Bánh rán bọc đường,,vn,dessert,145,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-KHOAI,Bánh khoai,,vn,staple,200,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-KHOAI-SO-CHIEN,Bánh khoai sọ chiên,,vn,staple,200,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-KHOAI-MIEN-TRUNG,Bánh khoái,,vn,one_dish,200,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-BEO,Bánh bèo,,vn,staple|protein,140,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-TOM,Bánh tôm,,vn,staple|protein,165,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BANH-CHUNG,Bánh chưng,,vn,one_dish,300,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-GIO-BANH,Bánh gio,,vn,dessert,150,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-GAI,Bánh gai,,vn,dessert,145,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-COM,Bánh cốm,,vn,dessert,100,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-DEO-NHAN-THAP-CAM,Bánh dẻo nhân thập cẩm,,vn,dessert,145,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-DEO-NHAN-TRUNG,Bánh dẻo nhân trứng,,vn,dessert,145,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-NUONG-NHAN-THAP-CAM,Bánh nướng nhân thập cẩm,,vn,dessert,145,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-NUONG-NHAN-TRUNG-DO-XANH,Bánh nướng nhân trứng đỗ xanh,,vn,dessert,150,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-CHIN-TANG-MAY,Bánh chín tầng mây,,vn,dessert,100,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-DAU-XANH,Bánh đậu xanh,,vn,dessert,50,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-BANH-CHA,Bánh chả,,vn,dessert,100,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CARAMEN,Caramen,,vn,dessert,100,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-GIO-THU-LON,Giò thủ lợn,,vn,protein,85,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-DOI-LON,Dồi lợn,,vn,protein,95,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
RAU-MUONG-LUOC,Rau muống luộc,Chung,vn,vegetable,180,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
CAI-NGOT-XAO-TOI,Cải ngọt xào tỏi,Chung,vn,vegetable,180,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
BAP-CAI-CA-ROT-LUOC,Bắp cải cà rốt luộc,Chung,vn,vegetable,180,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
SU-SU-XAO-TOI,Su su xào tỏi,Chung,vn,vegetable,180,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
CAI-THAO-LUOC,Cải thảo luộc,Chung,vn,vegetable,180,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
CANH-BAU-NAU-TOM,Canh bầu nấu tôm,Chung,vn,soup,250,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
CANH-CAI-XANH-THIT-BAM,Canh cải xanh thịt băm,Chung,vn,soup,250,"Chưa duyệt — thêm cho môi trường dev/test (C1-FE), cần R2 rà trước khi dùng cho bệnh nhân thật","Công thức dùng nguyên liệu đã có sẵn trong food_items (đủ nguồn NIN); thêm để bộ giải CP-SAT có đủ vai trò rau/canh/tinh bột khi sinh thực đơn (kho gốc chỉ có 1 món vegetable, 5 soup, 5 staple)."
