dish_id,food_id,grams,note,vai_tro
VN-CAI-THAO-XAO,137,2.33,Nước mắm — tiết chế 180 mg Na (xào),
VN-MUOP-XAO,93,130.00,Mướp,
VN-MUOP-XAO,129,5.00,Dầu ăn,
VN-MUOP-XAO,151,3.00,Tỏi,
VN-MUOP-XAO,137,2.33,Nước mắm — tiết chế 180 mg Na (xào),
TM555-002,72,187.50,"Cải cúc — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 25% → ăn được 188 g)",
TM555-002,5010,84.00,"Cá rô to — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 44% → ăn được 84 g)",
TM555-002,137,1.94,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-003,2032,175.00,"Rau cải soong — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 30% → ăn được 175 g)",
TM555-003,19,98.00,"Thịt lợn nạc — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 2% → ăn được 98 g)",
TM555-003,137,1.94,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-004,69,76.00,"Rau cải xanh — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 24% → ăn được 76 g)",
TM555-004,19,73.50,"Thịt thăn lợn — sách ghi 150 g cho 2 suất (mua 75 g/suất, thải bỏ 2% → ăn được 74 g)",
TM555-004,33,38.70,"Trứng gà — sách ghi 90 g cho 2 suất (mua 45 g/suất, thải bỏ 14% → ăn được 39 g)",
TM555-004,137,1.94,"Nước mắm — sách ghi 10 g cho 2 suất (mua 5 g/suất, chưa có số thải bỏ) — tiết chế còn 39% cho đích 150 mg Na (DEC-026)",
TM555-010,2061,150.00,"Hoa lơ — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 40% → ăn được 150 g)",
TM555-010,4044,48.00,"Thịt gà — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 52% → ăn được 48 g)",
TM555-010,137,1.94,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-011,88,194.00,"Su hào — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 22.4% → ăn được 194 g)",
TM555-011,4060,86.00,"Sườn lợn — sách ghi 400 g cho 2 suất (mua 200 g/suất, thải bỏ 57% → ăn được 86 g)",
TM555-011,137,1.94,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-016,93,203.00,"Mướp hương — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 18.8% → ăn được 203 g)",
TM555-016,74,80.00,"Rau đay — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 20% → ăn được 80 g)",
TM555-016,49,46.50,"Cua đồng — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 69% → ăn được 47 g)",
TM555-016,144,2.50,"Mắm tôm — sách ghi 5 g cho 2 suất (mua 2 g/suất, chưa có số thải bỏ)",
TM555-016,137,0.63,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 101 mg,
TM555-017,92,161.75,"Bầu — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 35.3% → ăn được 162 g)",
TM555-017,49,46.50,"Cua đồng — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 69% → ăn được 47 g)",
TM555-017,137,1.94,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-008,71,225.00,"Bắp cải — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 10% → ăn được 225 g)",
TM555-008,4044,48.00,"Thịt gà — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 52% → ăn được 48 g)",
TM555-008,137,0.65,"Nước mắm — sách ghi 10 g cho 2 suất (mua 5 g/suất, chưa có số thải bỏ) — tiết chế còn 13% cho đích 50 mg Na (DEC-026)",
TM555-012,89,320.00,"Su su — sách ghi 800 g cho 2 suất (mua 400 g/suất, thải bỏ 20% → ăn được 320 g)",
TM555-012,19,122.50,"Thịt lợn nạc — sách ghi 250 g cho 2 suất (mua 125 g/suất, thải bỏ 2% → ăn được 122 g)",
TM555-012,151,4.00,"Tỏi khô — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 20% → ăn được 4 g)",
TM555-012,5016,7.00,"Hành củ khô — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 30% → ăn được 7 g)",
TM555-012,4028,2.25,"Mộc nhĩ — sách ghi 5 g cho 2 suất (mua 2 g/suất, thải bỏ 10% → ăn được 2 g)",
TM555-012,137,3.89,Nước mắm — bù cho đủ đích 300 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-013,89,200.00,"Su su — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 20% → ăn được 200 g)",
TM555-013,20,73.50,"Thịt ba chỉ — sách ghi 150 g cho 2 suất (mua 75 g/suất, thải bỏ 2% → ăn được 74 g)",
TM555-013,34,52.80,"Trứng vịt — sách ghi 120 g cho 2 suất (mua 60 g/suất, thải bỏ 12% → ăn được 53 g)",
TM555-013,4018,7.60,"Hành củ — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 24% → ăn được 8 g)",
TM555-013,130,25.00,"Mỡ nước — sách ghi 50 g cho 2 suất (mua 25 g/suất, chưa có số thải bỏ)",
TM555-013,137,2.33,Nước mắm — bù cho đủ đích 180 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-020,94,200.00,"Mướp đắng — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 20% → ăn được 200 g)",
TM555-020,19,147.00,"Thịt nạc vai — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 2% → ăn được 147 g)",
TM555-020,4018,3.80,"Hành củ — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 24% → ăn được 4 g)",
TM555-020,79,7.60,"Hành lá — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 24% → ăn được 8 g)",
TM555-020,137,3.89,Nước mắm — bù cho đủ đích 300 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-023,93,203.00,"Mướp non — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 18.8% → ăn được 203 g)",
TM555-023,3040,98.00,"Thịt bò loại 1 — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 2% → ăn được 98 g)",
TM555-023,79,19.00,"Hành tươi — sách ghi 50 g cho 2 suất (mua 25 g/suất, thải bỏ 24% → ăn được 19 g)",
TM555-023,151,4.00,"Tỏi khô — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 20% → ăn được 4 g)",
TM555-023,130,15.00,"Mỡ nước — sách ghi 30 g cho 2 suất (mua 15 g/suất, chưa có số thải bỏ)",
TM555-023,137,2.33,Nước mắm — bù cho đủ đích 180 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-014,89,200.00,"Su su — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 20% → ăn được 200 g)",
TM555-014,86,42.50,"Cà rốt — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 15% → ăn được 42 g)",
TM555-014,20,49.00,"Thịt ba chỉ — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 2% → ăn được 49 g)",
TM555-014,2144,45.00,"Tôm tươi — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 10% → ăn được 45 g)",
TM555-014,3009,25.00,"Lạc — sách ghi 50 g cho 2 suất (mua 25 g/suất, chưa có số thải bỏ)",
TM555-014,5019,10.00,"Dấm — sách ghi 20 g cho 2 suất (mua 10 g/suất, chưa có số thải bỏ)",
TM555-014,5015,4.10,"Ớt — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 18% → ăn được 4 g)",
TM555-014,151,4.00,"Tỏi — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 20% → ăn được 4 g)",
TM555-014,149,5.00,"Đường — sách ghi 10 g cho 2 suất (mua 5 g/suất, chưa có số thải bỏ)",
TM555-014,137,0.65,Nước mắm — bù cho đủ đích 50 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-018,92,161.75,"Bầu — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 35.3% → ăn được 162 g)",
TM555-018,19,49.00,"Thịt nạc vai — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 2% → ăn được 49 g)",
TM555-018,2144,67.50,"Tôm tươi — sách ghi 150 g cho 2 suất (mua 75 g/suất, thải bỏ 10% → ăn được 68 g)",
TM555-018,5016,3.50,"Hành khô — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 30% → ăn được 4 g)",
TM555-018,130,5.00,"Mỡ nước — sách ghi 10 g cho 2 suất (mua 5 g/suất, chưa có số thải bỏ)",
TM555-018,137,2.33,Nước mắm — bù cho đủ đích 180 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
TM555-073,5010,84.00,"Cá rô to — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 44% → ăn được 84 g)",
TM555-073,4018,11.40,"Hành củ tươi — sách ghi 30 g cho 2 suất (mua 15 g/suất, thải bỏ 24% → ăn được 11 g)",
TM555-073,130,7.50,"Mỡ nước — sách ghi 15 g cho 2 suất (mua 8 g/suất, chưa có số thải bỏ)",
TM555-073,5018,7.50,"Rau răm — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 25% → ăn được 8 g)",
TM555-073,137,1.94,Nước mắm — bù cho đủ đích 150 mg Na (DEC-026); nguyên liệu đã mang sẵn 0 mg,
DVCD-001,104,119.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (1/2 quả to)",
DVCD-002,105,116.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (1 quả TB)",
DVCD-003,110,130.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (1 miếng nhỏ)",
DVCD-004,115,130.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (2 quả TB)",
DVCD-005,116,115.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (1/4 quả TB)",
DVCD-006,120,61.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (7 quả to)",
DVCD-007,4103,238.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (1 quả TB)",
DVCD-008,4104,225.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (10-12 quả)",
DVCD-009,108,98.00,"Nguyên quả, khẩu phần theo ĐVCĐTP (1/2 quả nhỏ)",
TM555-424,4109,29.41,"Đường cát (USDA, có đủ sugar_g) thay cho ""đường kính trắng"" — cùng sản phẩm đường trắng tinh luyện, chọn dòng đủ số liệu",
TM555-424,58,5.88,"Đậu xanh xay = đậu xanh xay nhuyễn, cùng nền hạt",
TM555-424,1105922,5.88,Bột sắn lọc (nguồn estimated — tồn đọng cần R2 xác nhận số liệu),
TM555-425,59,14.29,Đậu đen,
TM555-425,4109,47.62,"Đường cát (USDA, đủ sugar_g) thay cho ""đường hoa mai"" — cùng đường trắng tinh luyện",
TM555-426,4116,29.17,Đậu ván,
TM555-426,4109,41.67,"Đường cát (USDA, đủ sugar_g) thay cho ""đường kính"" — cùng đường trắng tinh luyện",
PHO-BO-GVTT-cá,5,200,Bánh phở tươi,
PHO-BO-GVTT-cá,21,50,Thịt bò thăn,
PHO-BO-GVTT-cá,139,0.380,Muối ăn thay Nước mắm — giữ nguyên 147 mg Na,
PHO-BO-GVTT-cá,139,0.29,tiết chế: còn 19% so với công thức gốc,
PHO-BO-GVTT-cá,62,30,Giá đỗ,
BUN-DAU-MAM-GVTT-cá,4,200,Bún tươi,
BUN-DAU-MAM-GVTT-cá,55,100,Đậu phụ,
BUN-DAU-MAM-GVTT-cá,139,0.908,Muối ăn thay Nước mắm — giữ nguyên 352 mg Na,
CANH-RAU-MUONG-GVTT-cá,65,100,Rau muống,
CANH-RAU-MUONG-GVTT-cá,139,0.072,Muối ăn thay Nước mắm — giữ nguyên 28 mg Na,
CANH-RAU-MUONG-GVTT-cá,139,0.06,tiết chế: còn 12% so với công thức gốc,
VN-RAU-MUONG-XAO-TOI-GVTT-cá,65,200,Rau muống,
VN-RAU-MUONG-XAO-TOI-GVTT-cá,151,5,Tỏi,
VN-RAU-MUONG-XAO-TOI-GVTT-cá,129,10,Dầu ăn thực vật,
VN-RAU-MUONG-XAO-TOI-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-DAU-PHU-SOT-CA-GVTT-cá,55,200,Đậu phụ,
VN-DAU-PHU-SOT-CA-GVTT-cá,85,100,Cà chua,
VN-DAU-PHU-SOT-CA-GVTT-cá,2041,10,Hành củ tươi,
VN-DAU-PHU-SOT-CA-GVTT-cá,129,10,Dầu ăn thực vật,
VN-DAU-PHU-SOT-CA-GVTT-cá,139,0.775,Muối ăn thay Nước mắm — giữ nguyên 300 mg Na,
VN-GA-KHO-GUNG-GVTT-cá,2095,200,Thịt gà ta,
VN-GA-KHO-GUNG-GVTT-cá,152,15,Gừng,
VN-GA-KHO-GUNG-GVTT-cá,139,0.721,Muối ăn thay Nước mắm — giữ nguyên 279 mg Na,
VN-CANH-CAI-TOM-GVTT-cá,68,150,Rau cải ngọt,
VN-CANH-CAI-TOM-GVTT-cá,47,50,Tôm biển,
VN-CANH-CAI-TOM-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-TRUNG-CHIEN-GVTT-cá,33,120,Trứng gà,
VN-TRUNG-CHIEN-GVTT-cá,2041,10,Hành củ tươi,
VN-TRUNG-CHIEN-GVTT-cá,129,10,Dầu ăn thực vật,
VN-TRUNG-CHIEN-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-CANH-SU-HAO-GVTT-cá,88,150,Su hào,
VN-CANH-SU-HAO-GVTT-cá,86,50,Cà rốt,
VN-CANH-SU-HAO-GVTT-cá,19,50,Thịt lợn nạc,
VN-CANH-SU-HAO-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-NAM-XAO-THIT-BO-GVTT-cá,101,50,Nấm hương,
VN-NAM-XAO-THIT-BO-GVTT-cá,21,100,Thịt bò thăn,
VN-NAM-XAO-THIT-BO-GVTT-cá,151,5,Tỏi,
VN-NAM-XAO-THIT-BO-GVTT-cá,129,10,Dầu ăn thực vật,
VN-NAM-XAO-THIT-BO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
BANH-MI-THIT-VCB-GVTT-cá,4056,10.00,Nguồn: vietnamesecookbook.com,
BANH-MI-THIT-VCB-GVTT-cá,131,25.00,Nguồn: vietnamesecookbook.com,
BANH-MI-THIT-VCB-GVTT-cá,139,0.448,Muối ăn thay Nước mắm — giữ nguyên 174 mg Na,
BANH-MI-THIT-VCB-GVTT-cá,2161,15.00,Nguồn: vietnamesecookbook.com,
BANH-MI-THIT-VCB-GVTT-cá,95,37.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BANH-MI-THIT-VCB-GVTT-cá,78,5.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BANH-MI-THIT-VCB-GVTT-cá,143,2.25,tiết chế: còn 60% so với công thức gốc,
BANH-MI-THIT-VCB-GVTT-cá,7,20.00,"Nguồn: vietnamesecookbook.com — 4 ổ/4 người, ước lượng 80g/ổ (bánh mì Việt Nam thường nhẹ hơn bánh mì Âu)",
BANH-MI-THIT-VCB-GVTT-cá,19,75.00,"Thịt lợn nạc — proxy cho chả lụa/thịt nguội (không có food_item riêng). Đây là thành phần 'thịt' định danh của bánh mì thịt, công thức gốc chỉ có gan gà (đã giảm xuống mức pate hợp lý, xem dòng gan gà). 300g cho cả mẻ 4 người (~75g/người), mức phổ biến cho 1 ổ bánh mì thịt đầy đủ.",
BANH-MI-THIT-VCB-GVTT-đậunành,4056,10.00,Nguồn: vietnamesecookbook.com,
BANH-MI-THIT-VCB-GVTT-đậunành,131,25.00,Nguồn: vietnamesecookbook.com,
BANH-MI-THIT-VCB-GVTT-đậunành,137,2.25,tiết chế: còn 60% so với công thức gốc,
BANH-MI-THIT-VCB-GVTT-đậunành,2161,15.00,Nguồn: vietnamesecookbook.com,
BANH-MI-THIT-VCB-GVTT-đậunành,95,37.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BANH-MI-THIT-VCB-GVTT-đậunành,78,5.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BANH-MI-THIT-VCB-GVTT-đậunành,139,0.327,Muối ăn thay Nước tương — giữ nguyên 127 mg Na,
BANH-MI-THIT-VCB-GVTT-đậunành,7,20.00,"Nguồn: vietnamesecookbook.com — 4 ổ/4 người, ước lượng 80g/ổ (bánh mì Việt Nam thường nhẹ hơn bánh mì Âu)",
BANH-MI-THIT-VCB-GVTT-đậunành,19,75.00,"Thịt lợn nạc — proxy cho chả lụa/thịt nguội (không có food_item riêng). Đây là thành phần 'thịt' định danh của bánh mì thịt, công thức gốc chỉ có gan gà (đã giảm xuống mức pate hợp lý, xem dòng gan gà). 300g cho cả mẻ 4 người (~75g/người), mức phổ biến cho 1 ổ bánh mì thịt đầy đủ.",
BUN-BO-HUE-VCB-GVTT-cá,22,166.67,Nguồn: vietnamesecookbook.com,
BUN-BO-HUE-VCB-GVTT-cá,4054,133.33,Nguồn: vietnamesecookbook.com,
BUN-BO-HUE-VCB-GVTT-cá,102,25.00,Nguồn: vietnamesecookbook.com,
BUN-BO-HUE-VCB-GVTT-cá,139,0.687,Muối ăn thay Nước mắm — giữ nguyên 266 mg Na,
BUN-BO-HUE-VCB-GVTT-cá,129,10.00,Nguồn: vietnamesecookbook.com,
BUN-BO-HUE-VCB-GVTT-cá,4,133.33,Nguồn: vietnamesecookbook.com,
GOI-CUON-VCB-GVTT-cá,20,87.50,Nguồn: vietnamesecookbook.com,
GOI-CUON-VCB-GVTT-cá,47,87.50,Nguồn: vietnamesecookbook.com,
GOI-CUON-VCB-GVTT-cá,4,25.00,Nguồn: vietnamesecookbook.com,
GOI-CUON-VCB-GVTT-cá,76,30.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
GOI-CUON-VCB-GVTT-cá,151,1.25,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
GOI-CUON-VCB-GVTT-cá,132,7.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
GOI-CUON-VCB-GVTT-cá,3022,3.75,"Ước lượng quy đổi từ đơn vị bếp (12 cọng hẹ ~1.25g/cọng, chưa cân đo thật), nguồn: vietnamesecookbook.com",
GOI-CUON-VCB-GVTT-cá,2008,8.75,"Bột gạo tẻ — proxy cho bánh tráng (không có food_item bánh tráng riêng). Bánh tráng khô ăn gần như ở dạng khô (chỉ nhúng nước vài giây, không hấp/tráng ướt như bánh cuốn), nên KHÔNG áp hệ số hydrat hoá — dùng trực tiếp khối lượng khô ~3-4 tấm/khẩu phần, cùng cách đã dùng cho NIN-BANH-DA-NEM (30g/khẩu phần).",
GOI-CUON-VCB-GVTT-cá,139,0.032,Muối ăn thay Nước mắm — giữ nguyên 12 mg Na,
COM-TAM-VCB-GVTT-cá,151,3.75,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
COM-TAM-VCB-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
COM-TAM-VCB-GVTT-cá,4076,10.00,Nguồn: vietnamesecookbook.com,
COM-TAM-VCB-GVTT-cá,149,3.00,Nguồn: vietnamesecookbook.com,
COM-TAM-VCB-GVTT-cá,129,7.50,Nguồn: vietnamesecookbook.com,
COM-TAM-VCB-GVTT-cá,79,10.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
COM-TAM-VCB-GVTT-cá,129,15.00,Nguồn: vietnamesecookbook.com,
COM-TAM-VCB-GVTT-cá,33,50.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
COM-TAM-VCB-GVTT-cá,4060,75.00,"Nguồn: vietnamesecookbook.com — 4 miếng sườn cốt lết/4 người, ước lượng 75g/miếng",
COM-TAM-VCB-GVTT-cá,1,80.00,"Gạo tẻ (sống) — công thức gốc KHÔNG có nguyên liệu tinh bột nào (lỗi thiếu nghiêm trọng nhất trong đợt rà 2026-08-13). Bổ sung 320g gạo tẻ sống cho cả mẻ 4 người (~80g/người, tương đương ~200g cơm chín/khẩu phần) — mức phổ biến cho cơm tấm sườn.",
MI-QUANG-VCB-GVTT-cá,47,75.00,Nguồn: vietnamesecookbook.com,
MI-QUANG-VCB-GVTT-cá,2159,7.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
MI-QUANG-VCB-GVTT-cá,151,5.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
MI-QUANG-VCB-GVTT-cá,139,1.034,Muối ăn thay Nước mắm — giữ nguyên 401 mg Na,
MI-QUANG-VCB-GVTT-cá,36,13.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
MI-QUANG-VCB-GVTT-cá,132,15.00,Nguồn: vietnamesecookbook.com,
MI-QUANG-VCB-GVTT-cá,121,15.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
MI-QUANG-VCB-GVTT-cá,4,150.00,"Bún tươi — proxy cho sợi mì Quảng to bản (không có food_item riêng), ĐÚNG như proxy note gốc đã đề xuất nhưng chưa từng được thêm vào công thức. 600g cho cả mẻ 4 người (~150g/người), khớp quy mô các món VCB khác dùng bún tươi/bánh phở tươi trong cùng file.",
NUOC-CHAM-VCB-GVTT-cá,139,1.992,Muối ăn thay Nước mắm — giữ nguyên 772 mg Na,
NUOC-CHAM-VCB-GVTT-cá,121,10.00,Nguồn: vietnamesecookbook.com,
NUOC-CHAM-VCB-GVTT-cá,149,8.33,Nguồn: vietnamesecookbook.com,
NUOC-CHAM-VCB-GVTT-cá,151,1.67,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
THIT-KHO-TRUNG-VCB-GVTT-cá,20,166.67,Nguồn: vietnamesecookbook.com,
THIT-KHO-TRUNG-VCB-GVTT-cá,33,83.33,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
THIT-KHO-TRUNG-VCB-GVTT-cá,122,83.33,Nguồn: vietnamesecookbook.com,
THIT-KHO-TRUNG-VCB-GVTT-cá,139,0.516,Muối ăn thay Nước mắm — giữ nguyên 200 mg Na,
THIT-KHO-TRUNG-VCB-GVTT-cá,149,3.33,Nguồn: vietnamesecookbook.com,
THIT-KHO-TRUNG-VCB-GVTT-cá,151,2.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BUN-RIEU-VCB-GVTT-cá,33,37.50,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BUN-RIEU-VCB-GVTT-cá,85,150.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BUN-RIEU-VCB-GVTT-cá,144,2.05,tiết chế: còn 55% so với công thức gốc,
BUN-RIEU-VCB-GVTT-cá,139,0.817,Muối ăn thay Nước mắm — giữ nguyên 317 mg Na,
BUN-RIEU-VCB-GVTT-cá,4,100.00,Nguồn: vietnamesecookbook.com,
BUN-RIEU-VCB-GVTT-cá,55,75.00,Nguồn: vietnamesecookbook.com,
BUN-RIEU-VCB-GVTT-cá,65,25.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BUN-RIEU-VCB-GVTT-cá,121,15.00,"Ước lượng quy đổi từ đơn vị bếp (chưa cân đo thật), nguồn: vietnamesecookbook.com",
BUN-RIEU-VCB-GVTT-cá,49,100.00,"Cua đồng — thành phần định danh của 'bún riêu CUA', công thức gốc hoàn toàn thiếu. 400g cho cả mẻ 4 người (~100g/người), mức phổ biến để đủ tạo riêu/gạch cua khi nấu.",
NIN-PHO-BO-CHIN-GVTT-cá,5,180.00,"Bánh phở thái (định lượng 1 bát) — sách ghi 180 g cho cả công thức (chia 1 suất → 180.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-CHIN-GVTT-cá,22,34.00,"Thịt bò chín 18-20 g = 33-36 g sống, lấy 34 g — sách ghi 34 g cho cả công thức (chia 1 suất → 34.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-CHIN-GVTT-cá,79,3.04,"Hành hoa (phần 'rau, gia vị trong bát' 6-7 g) — sách ghi 4 g cho cả công thức (chia 1 suất → 4.0 g/suất, thải bỏ 24% → ăn được 3.0 g)",
NIN-PHO-BO-CHIN-GVTT-cá,78,2.12,"Rau mùi (phần 'rau, gia vị trong bát' 6-7 g) — sách ghi 2.5 g cho cả công thức (chia 1 suất → 2.5 g/suất, thải bỏ 15% → ăn được 2.1 g)",
NIN-PHO-BO-CHIN-GVTT-cá,139,1.329,Muối ăn thay Nước mắm — giữ nguyên 515 mg Na,
NIN-PHO-BO-CHIN-GVTT-cá,152,2.25,"Gừng nướng cho nước dùng — 750 g/300 bát — sách ghi 2.5 g cho cả công thức (chia 1 suất → 2.5 g/suất, thải bỏ 10% → ăn được 2.2 g)",
NIN-PHO-BO-CHIN-GVTT-cá,5016,1.05,"Hành khô nướng cho nước dùng — 450 g/300 bát — sách ghi 1.5 g cho cả công thức (chia 1 suất → 1.5 g/suất, thải bỏ 30% → ăn được 1.0 g)",
NIN-PHO-BO-TAI-GVTT-cá,5,180.00,"Bánh phở thái — sách ghi 54000 g cho cả công thức (chia 300 suất → 180.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI-GVTT-cá,21,32.67,"Thịt bò lọc nõn — sách ghi 10000 g cho cả công thức (chia 300 suất → 33.3 g/suất, thải bỏ 2% → ăn được 32.7 g)",
NIN-PHO-BO-TAI-GVTT-cá,130,10.00,"Mỡ nước (thịt được LĂN qua chảo mỡ — đặc trưng món tái lăn) — sách ghi 3000 g cho cả công thức (chia 300 suất → 10.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI-GVTT-cá,79,3.80,"Hành hoa — sách ghi 1500 g cho cả công thức (chia 300 suất → 5.0 g/suất, thải bỏ 24% → ăn được 3.8 g)",
NIN-PHO-BO-TAI-GVTT-cá,78,1.42,"Rau thơm, mùi — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, thải bỏ 15% → ăn được 1.4 g)",
NIN-PHO-BO-TAI-GVTT-cá,139,1.460,Muối ăn thay Nước mắm — giữ nguyên 566 mg Na,
NIN-PHO-BO-TAI-GVTT-cá,152,2.55,"Gừng (100 g ướp thịt + 750 g nướng cho nước dùng) — sách ghi 850 g cho cả công thức (chia 300 suất → 2.8 g/suất, thải bỏ 10% → ăn được 2.6 g)",
