dish_id,name_vi,region,origin,roles,serving_g,verified_by,note
NIN-CHA-CA-BASA,Chả cá basa,all,vn,protein,200,Chuyên gia duyệt 2026-08-18 (R2: hoàn tất chữ ký — biến thể NIN-CHA-CA-BASA-GVTT-cá đã duyệt),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)] [tiết chế 2026-08-15: hạ gia vị còn 39% (772 -> 300 mg Na); tổng natri/suất 950 -> 478 mg. Hướng dẫn: nêm nhạt, không chan nước kho vào cơm.] [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.]"
NIN-GA-TAN,Gà tần,all,vn,protein,108.6,Chuyên gia duyệt 2026-08-17 (R2),"Công thức món số 309, tr. 276 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). R2 chốt 18/08/2026: 'gà tần là gà chứ không liên quan mực/hải sâm/bóng/vây/ngũ quả' — sách chỉ có 5 biến thể nhồi hải sản/trái cây (309-313), không có bản trơn. lấy công thức 309 'gà tần mực' (tr. 276) rồi bỏ mực khô — phần còn lại là nền gà tần chuẩn (nấm hương, hành, tỏi, gừng, rượu). sách không ghi số suất (gà tần thuộc nhóm 'để nguyên con', không chia mặc định) — áp quy ước 100-150 g/suất r2 đã chốt cho nhóm bánh: tổng 1565g (không tính mực), n=13 -> 120,4 g/suất. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.] [SỬA 2026-08-18 (DEC-094): thêm 45.5g nước — kcal/100g trước đó 225.5 quá đặc so với 131.0 NIN đo trực tiếp trên món đã nấu chín (món 604 · 15057, tr. 147). Tổng kcal món GIỮ NGUYÊN, chỉ pha loãng đúng bằng nước.]"
NIN-THIT-VIT-HAM,Thịt vịt hầm,all,vn,protein,215,Chuyên gia duyệt 2026-08-18 (R2: hoàn tất chữ ký — biến thể NIN-THIT-VIT-HAM-GVTT-cá đã duyệt),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)] [tiết chế 2026-08-15: hạ gia vị còn 39% (772 -> 300 mg Na); tổng natri/suất 898 -> 426 mg. Hướng dẫn: nêm nhạt, không chan nước kho vào cơm.] [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.]"
NIN-THIT-XIEN-NUONG,Thịt xiên nướng,all,vn,protein,145,Chuyên gia duyệt 2026-08-18 (R2: hoàn tất chữ ký — biến thể NIN-THIT-XIEN-NUONG-GVTT-cá đã duyệt),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)] [tiết chế 2026-08-15: hạ gia vị còn 23% (772 -> 180 mg Na); tổng natri/suất 872 -> 280 mg. Hướng dẫn: nêm nhạt.] [tiết chế 2026-08-15: hạ gia vị còn 95% (190 -> 180 mg Na); tổng natri/suất 295 -> 285 mg. Hướng dẫn: nêm nhạt.] [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.]"
NIN-NOM-TAI-LON,Nộm tai lợn,all,vn,vegetable|protein,48,,"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)] [tiết chế 2026-08-15: hạ gia vị còn 4% (1158 -> 50 mg Na); tổng natri/suất 1245 -> 137 mg. Hướng dẫn: không chấm thêm nước mắm/muối.] [tiết chế 2026-08-15: hạ gia vị còn 70% (72 -> 50 mg Na); tổng natri/suất 196 -> 174 mg. Hướng dẫn: không chấm thêm nước mắm/muối.] [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [LÝ DO THU HỒI: công thức THIẾU HẲN nguyên liệu chính: món 'Nộm tai lợn' không có tai lợn (chỉ rau mùi, lạc rang, nước mắm, tỏi = 33,5 g / serving_g 48 g). Tai lợn CÓ trong kho (id 2122, 1106088) nên đây là sót khi soạn, không phải thiếu dữ liệu. Đối chiếu: các món nộm khác trong release khớp serving_g chính xác (Nộm bắp cải 273,6/274; Nộm su su 385,2/385).] [R2 THU HỒI CHỮ KÝ 2026-08-18: chữ ký cũ có được bằng cơ chế KẾ THỪA ('hoàn tất chữ ký — biến thể X đã duyệt'), tức bản gốc được ký VÌ bản dẫn xuất của nó đã ký, chứ không phải vì ai rà công thức. Chuỗi này vòng tròn: LLM soạn nháp không nguồn -> sinh biến thể gia vị -> ký biến thể -> ký bản gốc theo biến thể. Lưới chặn của scripts/ky_duyet_mon.py không bắt được vì nó chỉ kiểm tỷ lệ nguyên liệu chính và trần natri, không kiểm 'nguyên liệu trong tên món có mặt không' hay 'tổng nguyên liệu có khớp serving_g không'. Cần R2 dựng lại công thức từ nguồn thật rồi ký lại — KHÔNG khôi phục bằng cách điền lại verified_by.]"
NIN-MY-XAO,Mỳ xào,all,vn,one_dish,403.6,Chuyên gia duyệt 2026-08-17 (R2),"Công thức món số 388, tr. 346 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). Sách ghi thẳng số suất trong tên món: '388 - mì xào giòn thịt bò (5 đĩa)'. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.]"
NIN-MIEN-LUON,Miến lươn,north,vn,one_dish,330.4,Chuyên gia duyệt 2026-08-17 (R2),"Công thức món số 385, tr. 344 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). Sách ghi thẳng số suất trong tên món: '385 - miến lươn (100 bát)'. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.] [SỬA 2026-08-18 (DEC-094): thêm 233g nước — kcal/100g trước đó 247.6 quá đặc so với 73.0 NIN đo trực tiếp trên món đã nấu chín (món 605 · 15058, tr. 147). Tổng kcal món GIỮ NGUYÊN, chỉ pha loãng đúng bằng nước.]"
NIN-MIEN-NGAN,Miến ngan,north,vn,one_dish,338.7,Chuyên gia duyệt 2026-08-17 (R2),"Công thức món số 383, tr. 342 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). Sách không có 'miến ngan' — r2 chốt 18/08/2026: 'ngan/vịt khá tương đương nhau (miền nam gọi ngan là vịt xiêm, khác vịt miền bắc gọi)'. dùng công thức '383 - miến vịt (100 bát)' tr. 342, giữ tên 'miến ngan'. sách ghi thẳng số suất trong tên món. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.] [SỬA 2026-08-18 (DEC-094): thêm 255.8g nước — kcal/100g trước đó 265.6 quá đặc so với 65.0 NIN đo trực tiếp trên món đã nấu chín (món 606 · 15059, tr. 147). Tổng kcal món GIỮ NGUYÊN, chỉ pha loãng đúng bằng nước.]"
NIN-CHE-DO-DEN,Chè đỗ đen,all,vn,dessert,130,"Chuyên gia duyệt 2026-08-18 (R2: công thức đúng — việc món có hợp với bệnh nhân ĐTĐ2 hay không do rule T2DM-SUG-01 quyết định, không phải cột này)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [R2 CHỐT 2026-08-18: ký sau khi tra cứu. ADA (Nutrition Therapy Consensus Report) CHO PHÉP thay thế thực phẩm chứa sucrose đẳng nhiệt lượng cho carbohydrate khác — khuyến nghị là HẠN CHẾ để không lấn chỗ thực phẩm giàu vi chất, KHÔNG PHẢI CẤM. Cột verified_by trả lời 'dữ liệu công thức có đúng không', còn 'bệnh nhân này có nên ăn không' là việc của clinical_rules — gộp hai câu hỏi làm một là đặt phán đoán lâm sàng sai tầng. Đo tại chỗ 18/08: rule T2DM-SUG-01 (WHO 10 %E) đã tự chặn nhóm này — chè hạt sen 35,6 g đường = 104% trần cả ngày của hồ sơ nữ 55t. Lưu ý: rule chỉ hoạt động được từ 18/08, sau khi vá sugar_g của Đường trắng (DAT-28); trước đó cả nhóm báo ~0 g đường và không bao giờ bị chặn.]"
NIN-CHE-DO-DO,Chè đỗ đỏ,all,vn,dessert,130,"Chuyên gia duyệt 2026-08-18 (R2: công thức đúng — việc món có hợp với bệnh nhân ĐTĐ2 hay không do rule T2DM-SUG-01 quyết định, không phải cột này)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [R2 CHỐT 2026-08-18: ký sau khi tra cứu. ADA (Nutrition Therapy Consensus Report) CHO PHÉP thay thế thực phẩm chứa sucrose đẳng nhiệt lượng cho carbohydrate khác — khuyến nghị là HẠN CHẾ để không lấn chỗ thực phẩm giàu vi chất, KHÔNG PHẢI CẤM. Cột verified_by trả lời 'dữ liệu công thức có đúng không', còn 'bệnh nhân này có nên ăn không' là việc của clinical_rules — gộp hai câu hỏi làm một là đặt phán đoán lâm sàng sai tầng. Đo tại chỗ 18/08: rule T2DM-SUG-01 (WHO 10 %E) đã tự chặn nhóm này — chè hạt sen 35,6 g đường = 104% trần cả ngày của hồ sơ nữ 55t. Lưu ý: rule chỉ hoạt động được từ 18/08, sau khi vá sugar_g của Đường trắng (DAT-28); trước đó cả nhóm báo ~0 g đường và không bao giờ bị chặn.]"
NIN-CHE-DO-XANH,Chè đỗ xanh,all,vn,dessert,130,"Chuyên gia duyệt 2026-08-18 (R2: công thức đúng — việc món có hợp với bệnh nhân ĐTĐ2 hay không do rule T2DM-SUG-01 quyết định, không phải cột này)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [R2 CHỐT 2026-08-18: ký sau khi tra cứu. ADA (Nutrition Therapy Consensus Report) CHO PHÉP thay thế thực phẩm chứa sucrose đẳng nhiệt lượng cho carbohydrate khác — khuyến nghị là HẠN CHẾ để không lấn chỗ thực phẩm giàu vi chất, KHÔNG PHẢI CẤM. Cột verified_by trả lời 'dữ liệu công thức có đúng không', còn 'bệnh nhân này có nên ăn không' là việc của clinical_rules — gộp hai câu hỏi làm một là đặt phán đoán lâm sàng sai tầng. Đo tại chỗ 18/08: rule T2DM-SUG-01 (WHO 10 %E) đã tự chặn nhóm này — chè hạt sen 35,6 g đường = 104% trần cả ngày của hồ sơ nữ 55t. Lưu ý: rule chỉ hoạt động được từ 18/08, sau khi vá sugar_g của Đường trắng (DAT-28); trước đó cả nhóm báo ~0 g đường và không bao giờ bị chặn.]"
NIN-CHE-HAT-SEN,Chè hạt sen long nhãn,all,vn,dessert,78.0,Chuyên gia duyệt 2026-08-17 (R2),"[ĐỔI TÊN 2026-08-17 (R2): 'Chè hạt sen long nhãn' -> 'Chè hạt sen long nhãn' — sách không có 'chè hạt sen' trơn; món 427 là 'CHÈ HẠT SEN LONG NHÃN' và nhãn lồng 1000 g là thành phần LỚN NHẤT của món (gấp hơn 3 lần hạt sen). Giữ tên cũ mà dùng công thức này là giấu mất một nguyên liệu chính khỏi tên món.] Công thức món số 427, tr. 375 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). Áp đúng phương pháp đã dùng cho tm555-424/425/426 (r2 duyệt 17/08/2026): sách ghi rõ nồi 2 lít, tổng khối = 2000 (nước) + 300 (hạt sen) + 1000 (nhãn) + 1000 (đường) = 4300 g; chia cho 153 g/bát — con số suy từ quy ước r2 cho chè ('mỗi bát/cốc 180-250 ml kèm đá, đá chiếm 1/4 tới 1/3') — được 28,1 → làm tròn xuống 28 cho thận trọng. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.]"
NIN-CHE-CHUOI,Chè chuối,all,vn,dessert,180,"Chuyên gia duyệt 2026-08-18 (R2: công thức đúng — việc món có hợp với bệnh nhân ĐTĐ2 hay không do rule T2DM-SUG-01 quyết định, không phải cột này)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [R2 CHỐT 2026-08-18: ký sau khi tra cứu. ADA (Nutrition Therapy Consensus Report) CHO PHÉP thay thế thực phẩm chứa sucrose đẳng nhiệt lượng cho carbohydrate khác — khuyến nghị là HẠN CHẾ để không lấn chỗ thực phẩm giàu vi chất, KHÔNG PHẢI CẤM. Cột verified_by trả lời 'dữ liệu công thức có đúng không', còn 'bệnh nhân này có nên ăn không' là việc của clinical_rules — gộp hai câu hỏi làm một là đặt phán đoán lâm sàng sai tầng. Đo tại chỗ 18/08: rule T2DM-SUG-01 (WHO 10 %E) đã tự chặn nhóm này — chè hạt sen 35,6 g đường = 104% trần cả ngày của hồ sơ nữ 55t. Lưu ý: rule chỉ hoạt động được từ 18/08, sau khi vá sugar_g của Đường trắng (DAT-28); trước đó cả nhóm báo ~0 g đường và không bao giờ bị chặn.]"
NIN-CHE-BUOI,Chè bưởi,all,vn,dessert,160,"Chuyên gia duyệt 2026-08-18 (R2: công thức đúng — việc món có hợp với bệnh nhân ĐTĐ2 hay không do rule T2DM-SUG-01 quyết định, không phải cột này)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [R2 CHỐT 2026-08-18: ký sau khi tra cứu. ADA (Nutrition Therapy Consensus Report) CHO PHÉP thay thế thực phẩm chứa sucrose đẳng nhiệt lượng cho carbohydrate khác — khuyến nghị là HẠN CHẾ để không lấn chỗ thực phẩm giàu vi chất, KHÔNG PHẢI CẤM. Cột verified_by trả lời 'dữ liệu công thức có đúng không', còn 'bệnh nhân này có nên ăn không' là việc của clinical_rules — gộp hai câu hỏi làm một là đặt phán đoán lâm sàng sai tầng. Đo tại chỗ 18/08: rule T2DM-SUG-01 (WHO 10 %E) đã tự chặn nhóm này — chè hạt sen 35,6 g đường = 104% trần cả ngày của hồ sơ nữ 55t. Lưu ý: rule chỉ hoạt động được từ 18/08, sau khi vá sugar_g của Đường trắng (DAT-28); trước đó cả nhóm báo ~0 g đường và không bao giờ bị chặn.]"
NIN-XOI-GAC,Xôi gấc,all,vn,staple,245,"Chuyên gia duyệt 2026-08-18 (R2: công thức đúng — việc món có hợp với bệnh nhân ĐTĐ2 hay không do rule T2DM-SUG-01 quyết định, không phải cột này)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [R2 CHỐT 2026-08-18: ký sau khi tra cứu. ADA (Nutrition Therapy Consensus Report) CHO PHÉP thay thế thực phẩm chứa sucrose đẳng nhiệt lượng cho carbohydrate khác — khuyến nghị là HẠN CHẾ để không lấn chỗ thực phẩm giàu vi chất, KHÔNG PHẢI CẤM. Cột verified_by trả lời 'dữ liệu công thức có đúng không', còn 'bệnh nhân này có nên ăn không' là việc của clinical_rules — gộp hai câu hỏi làm một là đặt phán đoán lâm sàng sai tầng. Đo tại chỗ 18/08: rule T2DM-SUG-01 (WHO 10 %E) đã tự chặn nhóm này — chè hạt sen 35,6 g đường = 104% trần cả ngày của hồ sơ nữ 55t. Lưu ý: rule chỉ hoạt động được từ 18/08, sau khi vá sugar_g của Đường trắng (DAT-28); trước đó cả nhóm báo ~0 g đường và không bao giờ bị chặn.]"
NIN-BANH-CUON,Bánh cuốn,north,vn,one_dish,208.0,Chuyên gia duyệt 2026-08-17 (R2),"Công thức món số 450, tr. 396 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). R2 chốt 18/08/2026: 'bánh cuốn (450) và bánh khoái (458) có thể chia thành 3-4 suất, chia 2 vẫn lớn quá'. lấy 4 — cận trên dải r2 cho — vì ở 4 suất thì 125 g gạo/suất, còn ở 3 suất là 167 g, nhiều hơn cả khẩu phần cơm chuẩn 100 g mà bánh cuốn lại là món ăn sáng. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.]"
NIN-BANH-CUON-NONG-NHAN-THIT,Bánh cuốn nóng nhân thịt,north,vn,one_dish,170,,"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.] [tiết chế 2026-08-15: hạ gia vị còn 23% (1312 -> 300 mg Na); tổng natri/suất 1379 -> 366 mg. Hướng dẫn: nêm nhạt, không chan nước kho vào cơm.] [tiết chế 2026-08-15: hạ gia vị còn 92% (326 -> 300 mg Na); tổng natri/suất 397 -> 372 mg. Hướng dẫn: nêm nhạt, không chan nước kho vào cơm.] [2026-08-15 R2: thêm vai trò snack — quà bánh ăn sáng/phụ, không vào bữa trưa/tối.] [2026-08-15 SỬA LẠI: gỡ vai trò snack vừa gắn nhầm. R2 bác: đây là món MẶN, làm bữa chính buổi sáng được — đối chiếu thị trường (toplist.vn 'Món ăn sáng phổ biến của người Việt', beptruong.edu.vn 'Các loại bánh ăn sáng Việt Nam'). Vai trò snack chỉ dành cho quà vặt ăn chơi buổi chiều: bánh bèo, bánh tôm, bánh đúc, bánh khoai.] [RÚT KHỎI THỰC ĐƠN 2026-08-17: gram do LLM tự đề xuất, KHÔNG dẫn được nguồn (RULE-2). Chính `note` của dòng này đã ghi 'R2 CHƯA DUYỆT, không dùng cho bệnh nhân thật' nhưng `verified_by` vẫn được điền nên món vẫn vào được thực đơn — nay xoá `verified_by` cho khớp. Dòng dữ liệu giữ nguyên; R2 rà lại và ký thì món sống lại.] [LÝ DO THU HỒI: tổng nguyên liệu 92,1 g vs serving_g 170 g (-46%). Bánh cuốn là bột gạo tráng với NƯỚC, nước nằm lại trong sản phẩm — thiếu dòng nước như lỗi DEC-094. KHÔNG tự thêm nước vì serving_g của món này cũng do LLM soạn, không có nguồn: bù một số không nguồn theo một số không nguồn khác là nhân đôi sai số.] [R2 THU HỒI CHỮ KÝ 2026-08-18: chữ ký cũ có được bằng cơ chế KẾ THỪA ('hoàn tất chữ ký — biến thể X đã duyệt'), tức bản gốc được ký VÌ bản dẫn xuất của nó đã ký, chứ không phải vì ai rà công thức. Chuỗi này vòng tròn: LLM soạn nháp không nguồn -> sinh biến thể gia vị -> ký biến thể -> ký bản gốc theo biến thể. Lưới chặn của scripts/ky_duyet_mon.py không bắt được vì nó chỉ kiểm tỷ lệ nguyên liệu chính và trần natri, không kiểm 'nguyên liệu trong tên món có mặt không' hay 'tổng nguyên liệu có khớp serving_g không'. Cần R2 dựng lại công thức từ nguồn thật rồi ký lại — KHÔNG khôi phục bằng cách điền lại verified_by.]"
NIN-BANH-GIO,Bánh giò,north,vn,one_dish,151.6,Chuyên gia duyệt 2026-08-17 (R2),"Công thức món số 444, tr. 391 — 555 món ăn Việt Nam - Kỹ thuật chế biến và giá trị dinh dưỡng. Bộ môn Nghiệp vụ Kỹ thuật Khách sạn, Khoa Khách sạn Du lịch, Trường Đại học Thương mại. Hà Nội, 2002 (in lần đầu 1991). Công thức tự ghi 'chia bột thành từng nắm (0,1 kg)' → 800 g bột ÷ 100 g = 8 chiếc. Gram ĐÃ quy về PHẦN ĂN ĐƯỢC (sách tính theo lượng mua, tr. 499). [SỬA 2026-08-17 (R2): thay gram do LLM tự đề xuất (không dẫn được nguồn, RULE-2) bằng công thức có nguồn từ sách. Món sống lại cùng biến thể -GVTT-.]"
